http://zhishi.me/baidubaike/resource/%FF%FE%CA%4E%29%59%00%5F%CB%59%5A%50%54%9B%8B%73	cartoon
http://zhishi.me/baidubaike/resource/%E6%88%91%E4%B8%BA%E6%AD%8C%E7%8B%82	cartoon
http://zhishi.me/baidubaike/resource/%FF%FE%C9%62%57%7F%22%8C%14%5C%27%59%66%5B	university
http://zhishi.me/baidubaike/resource/%FF%FE%7A%7A%4B%5C	novel
http://zhishi.me/baidubaike/resource/%E5%85%BD%E4%BA%BA%E5%BF%85%E9%A1%BB%E6%AD%BB	game
http://zhishi.me/baidubaike/resource/%FF%FE%1F%54%38%6E%D8%9E%3A%79%55%5F	cartoon
http://zhishi.me/baidubaike/resource/%E5%A5%BD%E6%83%B3%E8%B0%88%E6%81%8B%E7%88%B1	song
http://zhishi.me/baidubaike/resource/%FF%FE%1F%75%7D%54%B9%65%1F%82	game
http://zhishi.me/baidubaike/resource/%E5%BD%93%E6%88%91%E6%83%B3%E8%B5%B7%E4%BD%A0%E6%97%B6%E7%AC%91%E4%BA%86	song
http://zhishi.me/baidubaike/resource/%FF%FE%94%4E%B2%83%71%5C	scene
http://zhishi.me/baidubaike/resource/%E6%A2%A8%E8%B1%A1%E7%94%B2	insect
http://zhishi.me/baidubaike/resource/%E7%94%B5%E5%AD%90%E7%A7%91%E6%8A%80%E5%A4%A7%E5%AD%A6	university
http://zhishi.me/baidubaike/resource/%FF%FE%3F%96%C9%62%84%55%F3%53%D7%65	city
http://zhishi.me/baidubaike/resource/%FF%FE%49%59%82%82%BF%53	city
http://zhishi.me/baidubaike/resource/%FF%FE%0A%4E%77%6D%35%75%C6%89%27%59%66%5B	university
http://zhishi.me/baidubaike/resource/%E4%B9%8C%E5%AE%A1%E6%97%97	city
http://zhishi.me/baidubaike/resource/%FF%FE%F6%65%7A%7A%A6%4F%A2%63	cartoon
http://zhishi.me/baidubaike/resource/%FF%FE%CE%91%25%6D%CB%53%A3%90%43%4E	actor
http://zhishi.me/baidubaike/resource/%E7%BB%9D%E5%AF%86	song
http://zhishi.me/baidubaike/resource/%FF%FE%8B%73%3C%7A%65%79	politician
http://zhishi.me/baidubaike/resource/%FF%FE%B0%65%57%53%01%5A%14%5C%EB%58%27%59%66%5B	university
http://zhishi.me/baidubaike/resource/%FF%FE%F2%53%EF%53%D5%6C%5B%00%0E%66%2B%67%3F%65%BB%6C%B6%5B%7C%51%9B%51%8B%4E%B6%5B%5D%00	politician
http://zhishi.me/baidubaike/resource/%FF%FE%57%53%33%96	city
http://zhishi.me/baidubaike/resource/%FF%FE%09%4E%27%59%54%9B%F2%66	song
http://zhishi.me/baidubaike/resource/%FF%FE%57%7F%8E%83%B7%00%62%53%EE%68%21%58	politician
http://zhishi.me/baidubaike/resource/%FF%FE%41%53%09%4E%16%4E%AA%7E%84%76%7B%6B%A1%4E%0E%4E%63%83%00%80	game
http://zhishi.me/baidubaike/resource/%FF%FE%79%59%84%76%6B%77%DB%6B	song
http://zhishi.me/baidubaike/resource/%FF%FE%09%4E%FD%56%CB%68	game
http://zhishi.me/baidubaike/resource/%FF%FE%8B%5B%30%74%AD%4E	actor
http://zhishi.me/baidubaike/resource/%E9%9D%92%E5%B2%9B%E7%A7%91%E6%8A%80%E5%A4%A7%E5%AD%A6	university
http://zhishi.me/baidubaike/resource/%FF%FE%1C%4E%9E%83%02%5E%2D%4E%C3%5F%7F%5E%3A%57	scene
